,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,congestionCar
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,THU,09,20,"[22, 23, 26, 20, 15, 35, 30, 23]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,THU,09,30,"[17, 16, 18, 15, 18, 28, 32, 24]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,THU,09,40,"[13, 10, 11, 12, 10, 20, 28, 23]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,THU,09,50,"[14, 8, 12, 11, 13, 17, 23, 22]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,THU,09,00,"[37, 29, 30, 28, 27, 29, 49, 36]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,THU,09,10,"[32, 23, 32, 28, 31, 33, 44, 41]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,THU,09,20,"[25, 26, 30, 23, 17, 41, 34, 27]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,THU,09,30,"[18, 17, 19, 15, 19, 29, 34, 26]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,THU,09,40,"[18, 14, 15, 17, 14, 28, 38, 32]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,THU,09,50,"[17, 10, 16, 14, 16, 22, 29, 28]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,MON,16,00,"[47, 33, 33, 25, 23, 16, 13, 19]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,MON,16,10,"[44, 35, 30, 25, 23, 21, 14, 17]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,MON,16,20,"[57, 44, 32, 26, 21, 13, 14, 17]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,MON,16,30,"[56, 40, 33, 29, 21, 19, 21, 28]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,MON,16,40,"[55, 40, 31, 34, 29, 18, 19, 22]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,MON,16,50,"[57, 50, 36, 35, 34, 20, 36, 27]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,MON,16,00,"[38, 27, 26, 20, 18, 13, 10, 15]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,MON,16,10,"[44, 35, 30, 25, 23, 21, 14, 17]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,MON,16,20,"[63, 49, 35, 29, 23, 15, 15, 19]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,MON,16,30,"[52, 37, 31, 27, 20, 18, 20, 26]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,MON,16,40,"[55, 40, 31, 34, 29, 18, 19, 22]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,MON,16,50,"[51, 44, 32, 32, 30, 18, 32, 25]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,MON,16,00,"[11, 14, 11, 9, 13, 17, 13, 24]"
