,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,getOffCarRate
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,MON,06,00,"[8, 10, 8, 11, 10, 15, 10, 14, 7, 6]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,MON,06,10,"[2, 6, 5, 7, 15, 24, 14, 16, 7, 5]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,MON,06,20,"[3, 8, 7, 9, 14, 18, 12, 16, 8, 5]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,MON,06,30,"[4, 8, 7, 10, 13, 18, 12, 16, 7, 5]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,MON,06,40,"[5, 8, 7, 11, 13, 18, 12, 13, 7, 5]"
6,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,229,봉천역,1,0,MON,06,50,"[6, 8, 8, 11, 12, 18, 13, 13, 6, 4]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,MON,06,00,"[8, 8, 13, 11, 14, 10, 9, 10, 9, 8]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,MON,06,10,"[8, 8, 13, 12, 15, 10, 10, 10, 8, 8]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,MON,06,20,"[8, 8, 14, 11, 14, 9, 10, 10, 8, 8]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,MON,06,30,"[8, 8, 13, 12, 16, 10, 10, 9, 7, 8]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,MON,06,40,"[8, 9, 12, 12, 16, 10, 10, 9, 7, 8]"
7,2호선,신림역,230,20221001,20221231,211,성수역,219,삼성역,231,신대방역,0,0,MON,06,50,"[8, 9, 13, 11, 14, 10, 11, 9, 7, 8]"
8,2호선,신림역,230,20221001,20221231,211,성수역,228,서울대입구역,231,신대방역,0,0,MON,06,00,"[8, 8, 13, 11, 14, 10, 9, 10, 9, 8]"
